method,n,z_effect_scale,zx_influence_scale,n_strata,nonlinear,ARI_mean,ARI_sd,ARI_se,ARI_ci95,C1_heterogeneity_mean,C1_heterogeneity_sd,C1_heterogeneity_se,C1_heterogeneity_ci95,W_true_mean,W_true_sd,W_true_se,W_true_ci95,W_est_mean,W_est_sd,W_est_se,W_est_ci95,bias_crude_mean,bias_crude_sd,bias_crude_se,bias_crude_ci95,bias_stratified_mean,bias_stratified_sd,bias_stratified_se,bias_stratified_ci95,bias_re_mean,bias_re_sd,bias_re_se,bias_re_ci95,bias_reduction_mean,bias_reduction_sd,bias_reduction_se,bias_reduction_ci95,bias_reduction_relative_mean,bias_reduction_relative_sd,bias_reduction_relative_se,bias_reduction_relative_ci95,bias_reduction_re_mean,bias_reduction_re_sd,bias_reduction_re_se,bias_reduction_re_ci95,bias_reduction_relative_re_mean,bias_reduction_relative_re_sd,bias_reduction_relative_re_se,bias_reduction_relative_re_ci95,re_tau2_mean,re_tau2_sd,re_tau2_se,re_tau2_ci95,re_I2_mean,re_I2_sd,re_I2_se,re_I2_ci95,abs_bias_crude_mean,abs_bias_stratified_mean,abs_bias_re_mean
1A_predicted_prob,500,0.5,0.2,3,True,0.004349005115467121,0.006641450149437432,0.0021002109438687934,0.004116413449982835,0.8874756839374074,0.16011658083363087,0.050633308659273533,0.09924128497217613,0.0218969624123403,0.013751763803706562,0.004348689546437339,0.008523431511017185,0.06524541588997149,0.06452217383486025,0.02040370289034793,0.03999125766508194,0.02210972132145177,0.019575420647861382,0.0061902915403130865,0.01213297141901365,0.021668599803176185,0.015983504554591393,0.00505442793841839,0.009906678759300045,0.02209997610490012,0.016739197478360446,0.00529339902349661,0.010375062086053355,0.0004411215182755601,0.005111043689190203,0.0016162539278470757,0.0031678576985802683,0.019951473465547043,0.360889085618088,0.11412314932486732,0.22368137267673993,9.74521655163949e-06,0.008872543507450781,0.00280574461224836,0.005499259440006786,0.0004407661412807462,0.5588281790005033,0.17671698663258678,0.3463652937998701,0.0011667372593488798,0.0016536712803730108,0.0005229367747185612,0.00102495607844838,0.12069508386615188,0.1599772426956729,0.050589246071186145,0.09915492229952484,0.02210972132145177,0.021668599803176185,0.02209997610490012
1A_predicted_prob,500,0.5,0.2,5,True,-0.00279506713970235,0.004861665596649223,0.0015373936507493012,0.0030132915554686303,0.971003037200082,0.05898033547416496,0.018651219725918843,0.03655639066280093,0.02589036961835786,0.01946071212463153,0.00615401752026902,0.01206187433972728,0.05580815321764245,0.058065291864475836,0.018361857529418865,0.035989240757660974,0.03944043474260044,0.02015056821040358,0.006372169169145836,0.012489451571525837,0.03900589867489586,0.02497650903848352,0.007898265656139004,0.015480600686032448,0.03360339554740193,0.0243166528789068,0.007689600816903608,0.015071617601131071,0.00043453606770459954,0.007282717800484573,0.002302997580578296,0.004513875257933461,0.011017527330529964,0.19075983558781118,0.060323556653672825,0.11823417104119874,0.00583703919519848,0.009241120863678171,0.0029222990062125398,0.005727706052176578,0.14799631985024253,0.34805090796612254,0.11006336108625898,0.2157241877290676,0.00077524804214483,0.0013936003331672848,0.0004406951200778115,0.0008637624353525106,0.058878322401802366,0.10000207645034889,0.03162343323293887,0.061981929136560185,0.03944043474260044,0.03900589867489586,0.03360339554740193
1A_predicted_prob,500,0.5,0.2,10,True,-0.0017291071013980299,0.006884039326001519,0.002176924377233519,0.004266771779377697,0.9771554169870902,0.04995792499051374,0.01579808301458692,0.030964242708590363,0.052261442764182306,0.01945768281879437,0.006153059569651553,0.012059996756517043,0.10477258931434763,0.07206718072128414,0.02278964356262341,0.044667701382741884,0.04843983407263339,0.039810071916619096,0.012589050107162113,0.024674538210037743,0.04724611681542452,0.03902616908766927,0.01234115826678903,0.0241886702029065,0.03704613310053349,0.036256034470748585,0.011465164785314293,0.022471722979216013,0.001193717257208885,0.006584320848359412,0.0020821450726147875,0.0040810043423249835,0.02464329781598651,0.28372282302421487,0.08972103449293813,0.17585322760615874,0.011393700972099848,0.008343669596294793,0.002638499996818914,0.005171459993765072,0.23521345995974197,0.41005110838596803,0.12966954595762295,0.254152310076941,0.00185697409857856,0.0024486797140707258,0.000774340515671335,0.0015177074107158167,0.07958741544775036,0.09604603783943481,0.030372423980733153,0.05952995100223698,0.04843983407263339,0.04724611681542452,0.03704613310053349
1A_predicted_prob,500,0.5,0.5,3,True,0.00524496479740205,0.005445177929961049,0.0017219164523557724,0.003374956246617314,0.9862347891167215,0.04352941886369835,0.013765210883278532,0.026979813331225923,0.07132798981101444,0.047495503905372785,0.015019397095840036,0.02943801830784647,0.03892076685059715,0.05080547166637878,0.016066100806490718,0.031489557580721805,0.03510914197026208,0.024362458131416607,0.007704085709576621,0.015100007990770176,0.032823421721392895,0.02581897033652334,0.008164675310373782,0.016002763608332613,0.032098477661656376,0.02428605711214478,0.007679925585930882,0.015052654148424528,0.0022857202488691603,0.005102497751280248,0.0016135514649932919,0.003162560871386852,0.06510327853654818,0.27896610928921173,0.08821682953493648,0.1729049858884755,0.00301066430860569,0.005003995273374277,0.0015824022464579637,0.0031015084030576088,0.08575157749955209,0.29165749757280574,0.09223019889950969,0.180771189843039,9.402986027758e-05,0.00029734852654454534,9.402986027758e-05,0.0001842985261440568,0.012809763314554029,0.04050802836165866,0.01280976331455403,0.0251071360965259,0.03510914197026208,0.032823421721392895,0.032098477661656376
1A_predicted_prob,500,0.5,0.5,5,True,0.004501787513928139,0.006253039760680638,0.001977384794334501,0.0038756741968956217,0.9729464086753646,0.05710382972664474,0.018057816505462766,0.03539332035070702,0.06851676247638017,0.038250691264967066,0.012095930647320311,0.02370802406874781,0.09793604919087022,0.10303941063388773,0.03258392263644593,0.06386448836743402,0.034267092618150155,0.02218033832685871,0.007014038838600178,0.013747516123656349,0.032396327081183965,0.02037367719060277,0.00644272242353252,0.01262773595012374,0.03572937744088049,0.023086700633132257,0.007300655765914931,0.014309285301193264,0.001870765536966163,0.006479269217297175,0.0020489248300075515,0.004015892666814801,0.054593646382923855,0.23194474519745528,0.07334736861313598,0.14376084248174653,-0.00146228482273033,0.009329684953747053,0.002950305430564336,0.0057825986439060985,-0.04267315114897752,1.398736610435789,0.44231935356407365,0.8669459329855843,0.00039490349151841494,0.001239343612664509,0.00039191486196013493,0.0007681531294418645,0.0265799289044883,0.08298091997800454,0.02624087094666637,0.05143210705546608,0.034267092618150155,0.032396327081183965,0.03572937744088049
1A_predicted_prob,500,0.5,0.5,10,True,0.0034520340174191296,0.007195702601116661,0.0022754809584726713,0.0044599426786064355,0.9781009335959425,0.06925092846809494,0.021899066404057508,0.04292217015195272,0.07096093962921825,0.023609001657244097,0.007465821851958125,0.014633010829837924,0.1121179610405948,0.08161368407387373,0.025808512991085074,0.05058468546252674,0.046181566479172466,0.02304279358353629,0.007286771137708808,0.014282071429909263,0.050579674067049094,0.017724823436470673,0.005605081318358013,0.010985959383981706,0.04092254544048957,0.023587514990242673,0.007459027171253117,0.014619693255656109,-0.004398107587876581,0.00808389095389932,0.002556350777075307,0.005010447523067602,-0.09523513217898616,0.6682625964459437,0.21132318798671246,0.4141934484539564,0.005259021038682921,0.01115103753461826,0.0035262676883422404,0.006911484669150791,0.1138770604729199,0.3244852096830884,0.10261123296358828,0.20111801660863302,0.0007273843394786899,0.0021148296994560885,0.0006687678713650596,0.0013107850278755166,0.027571541134710255,0.07766829860350477,0.024560872557715007,0.048139310213121414,0.046181566479172466,0.050579674067049094,0.04092254544048957
1A_predicted_prob,500,0.5,1.0,3,True,0.01314931201416327,0.00989466136385736,0.0031289666585857315,0.0061327746508280335,0.8144361425328773,0.26678133013771066,0.08436366404444876,0.16535278152711955,0.14150349092980805,0.06627498467922034,0.02095799034791001,0.04107766108190362,0.11170056552124459,0.15219410752895718,0.04812800262480854,0.09433088514462475,0.03808352044279542,0.04061962083425208,0.01284505195286654,0.02517630182761842,0.04034334368791429,0.0410791789850215,0.012990377000239185,0.0254611389204688,0.039632555773579534,0.037976793018205744,0.01200931641663105,0.023538260176596857,-0.0022598232451189,0.0067179354338556966,0.002124397714493544,0.004163819520407346,-0.059338612051722306,2.118262835724368,0.669853524377609,1.3129129077801136,-0.00154903533078409,0.006171325454270429,0.0019515444617667851,0.0038250271450628987,-0.04067468849448641,2.409834107139546,0.7620564561719199,1.4936306540969628,0.00336430271470801,0.006510860968987288,0.0020589150190690746,0.004035473437375386,0.2003333105148418,0.28145947352804945,0.0890053005380504,0.1744503890545788,0.03808352044279542,0.04034334368791429,0.039632555773579534
1A_predicted_prob,500,0.5,1.0,5,True,0.01837886558658512,0.008954172271316469,0.0028315578938883225,0.005549853472021112,1.0,0.0,0.0,0.0,0.19857683161282744,0.07384894373605527,0.023353086500355915,0.04577204954069759,0.08616006554571733,0.08349567246858408,0.026403649976813943,0.05175115395455533,0.02918903307464644,0.021740511891067717,0.006874953507374844,0.013474908874454693,0.028429014727348212,0.021793413071867645,0.006891682329598858,0.013507697366013762,0.03137587482801886,0.02093149665998091,0.006619120428174668,0.012973476039222349,0.00076001834729821,0.00930251687790182,0.002941714130632822,0.005765759696040331,0.026037804861661518,0.37980190816047577,0.1201039089465195,0.23540366153517822,-0.0021868417533724197,0.014271747263191959,0.004513122754196114,0.008845720598224383,-0.07491997928742311,0.5282378971427172,0.16704349013887365,0.32740524067219234,3.489685579479e-05,0.00011035354748998189,3.4896855794790006e-05,6.839783735778842e-05,0.0033687446310746902,0.010652905889659664,0.0033687446310746907,0.0066027394769063935,0.02918903307464644,0.028429014727348212,0.03137587482801886
1A_predicted_prob,500,0.5,1.0,10,True,0.0155530312789802,0.004820760038038551,0.0015244581773321776,0.002987938027571068,0.9933743307296211,0.02095220591738356,0.006625669270378975,0.01298631176994279,0.27826617074057763,0.08654784312638028,0.027368831085430978,0.053642908927444714,0.12213378607002372,0.07703943319858075,0.02436200785559061,0.047749535396957594,0.04159798223995568,0.024204286963637068,0.007654067594541423,0.015001972485301189,0.037414126934640295,0.021378106256308052,0.006760350783102881,0.013250287534881647,0.03279972071574881,0.02444152735918209,0.007729089594833577,0.015149015605873811,0.00418385530531534,0.014391992398730045,0.0045511476047817145,0.00892024930537216,0.10057832327493776,0.7025631163000545,0.22216996475339412,0.4354531309166525,0.00879826152420684,0.01999745051664755,0.0063237491029117165,0.012394548241706963,0.21150693015479882,0.5819427163508276,0.1840264451413926,0.3606918324771295,0.00272937493714138,0.0071239663075994344,0.0022527959506313906,0.004415480063237526,0.07360683537309369,0.1704059311754835,0.05388708693164218,0.10561869038601868,0.04159798223995568,0.037414126934640295,0.03279972071574881
1A_predicted_prob,500,1.0,0.2,3,True,-0.0008052979311496802,0.0036789318787160638,0.0011633804093345093,0.002280225602295638,0.9897731635243311,0.03234009652120281,0.010226836475668875,0.020044599492310994,0.01779501167535644,0.014969743185047858,0.004733848445253468,0.009278342952696798,0.04464138616512382,0.04924621079900127,0.01557301922576245,0.030523117682494404,0.03527681932781339,0.020093549818586437,0.0063541383704796275,0.012454111206140069,0.03628018651907799,0.01608766013035651,0.0050873648234607905,0.00997123505398315,0.03814693843212534,0.016259578716195697,0.005141730253797491,0.010077791297443081,-0.00100336719126458,0.005945969426013782,0.0018802806283927584,0.0036853500316498065,-0.028442677383714976,0.2623340995315913,0.08295732624491392,0.16259635944003129,-0.00287011910431194,0.00736898230100631,0.002330276810864843,0.004567342549295092,-0.08135991733384706,0.45350822293108733,0.14341189220776385,0.28108730872721716,5.757104460841152e-06,1.8205562823773697e-05,5.757104460841152e-06,1.1283924743248658e-05,0.00094843429075864,0.0029992125698036884,0.0009484342907586399,0.001858931209886934,0.03527681932781339,0.03628018651907799,0.03814693843212534
