method,n,z_effect_scale,zx_influence_scale,n_strata,ARI_mean,ARI_sd,ARI_se,ARI_ci95,C1_heterogeneity_mean,C1_heterogeneity_sd,C1_heterogeneity_se,C1_heterogeneity_ci95,W_true_mean,W_true_sd,W_true_se,W_true_ci95,W_est_mean,W_est_sd,W_est_se,W_est_ci95,bias_crude_mean,bias_crude_sd,bias_crude_se,bias_crude_ci95,bias_stratified_mean,bias_stratified_sd,bias_stratified_se,bias_stratified_ci95,bias_reduction_mean,bias_reduction_sd,bias_reduction_se,bias_reduction_ci95,bias_reduction_relative_mean,bias_reduction_relative_sd,bias_reduction_relative_se,bias_reduction_relative_ci95,abs_bias_crude_mean,abs_bias_stratified_mean,abs_bias_crude_se,abs_bias_stratified_se
1A_predicted_prob,500,0.5,0.2,3,-0.0003340502742414603,0.003926542600964788,0.0007168853185178069,0.0014050952242949015,0.8429595937180968,0.20827081115877752,0.03802487378052037,0.07452875260981992,0.02323965331086999,0.02351778630127313,0.00429374068659776,0.00841573174573161,0.0813439542819345,0.08396180519298409,0.015329258224350594,0.030045346119727163,0.03740566224496585,0.027959704418825105,0.005104720270455793,0.010005251730093355,0.03656605774329002,0.027216285061910827,0.004968991086633148,0.009739222529800971,0.0008396045016758335,0.006188694265947596,0.001129895816987458,0.002214595801295418,0.022445919983379747,0.2721334648700358,0.029654739425434333,0.09738170974275408,0.03740566224496585,0.03656605774329002,0.005104720270455793,0.004968991086633148
1A_predicted_prob,500,0.5,0.2,5,0.0017381614359143732,0.0058538317811808365,0.0010687585714644632,0.0020947668000703477,0.8883628016504587,0.20418869220827476,0.03727958423665048,0.07306798510383494,0.02838077334596155,0.022492287619579325,0.004106511099712591,0.008048761755436678,0.1112358107416601,0.09550677134876573,0.017437071020735696,0.034176659200641966,0.021260353339676064,0.019418204887509213,0.0035452629477152877,0.006948715377521964,0.02156085581552369,0.021047300470221898,0.003842693747376541,0.00753167974485802,-0.0003005024758476366,0.005554414674839401,0.0010140927370490874,0.0019876217646162112,-0.014134406472296357,2.4286540784714274,0.047372693679270834,0.8690827004617387,0.021260353339676064,0.02156085581552369,0.0035452629477152877,0.003842693747376541
1A_predicted_prob,500,0.5,0.2,10,0.0008166694881358502,0.006236706413177185,0.001138661595678093,0.002231776727529062,0.965886117967149,0.09074903362765506,0.016568430929887183,0.03247412462257888,0.05464243317356041,0.023084676451425267,0.004214666008384643,0.008260745376433901,0.10067161030138845,0.10209869578316498,0.018640586257432347,0.0365355490645674,0.029780616170744848,0.024411775939357203,0.0044569601169159355,0.008735641829155233,0.032269261192454574,0.026241647619789935,0.004791047449153566,0.009390453000340988,-0.0024886450217096903,0.006307510723628712,0.001151588635012393,0.00225711372462429,-0.08356593454753503,1.223256548847328,0.038542773590352034,0.43773673420747305,0.029780616170744848,0.032269261192454574,0.0044569601169159355,0.004791047449153566
1A_predicted_prob,500,0.5,0.5,3,0.0051402579503884325,0.005802829363861793,0.0010594468466468192,0.0020765158194277654,0.9002362756040718,0.18879561887162716,0.034469206404712745,0.06755964455323697,0.05603232438280461,0.029248285493439115,0.005339981911035907,0.010466364545630378,0.06392385371686307,0.09889692602110169,0.018056025749892343,0.03538981046978899,0.03644767792403281,0.025685119100882142,0.004689439707919987,0.009191301827523174,0.036431183125019286,0.026332026865060924,0.0048075483662753035,0.009422794797899595,1.6494799013526998e-05,0.006226499620023709,0.0011367980987281104,0.0022281242735070965,0.00045256103963353667,0.48456352915867884,0.031188985946752543,0.17339883197015352,0.03644767792403281,0.036431183125019286,0.004689439707919987,0.0048075483662753035
1A_predicted_prob,500,0.5,0.5,5,0.003850918674111056,0.00837354248812079,0.001528792702323897,0.002996433696554838,0.9314589002216189,0.13063718537942495,0.02385097776043171,0.04674791641044615,0.07643002584527081,0.0500709724012411,0.009141667020126122,0.0179176673594472,0.07316415178962442,0.10082401564371764,0.018407862568772634,0.03607941063479436,0.03518681442283844,0.030662097081755824,0.005598107410696997,0.010972290524966113,0.036636912694357336,0.03071925650351083,0.00560854324558672,0.010992744761349971,-0.00145009827151889,0.005528025102542374,0.0010092746823724223,0.0019781783774499477,-0.041211411015874555,0.42684068860707597,0.02992883392696391,0.15274297875927412,0.03518681442283844,0.036636912694357336,0.005598107410696997,0.00560854324558672
1A_predicted_prob,500,0.5,0.5,10,0.005173608384729459,0.006822050767331671,0.0012455303645709946,0.002441239514559149,0.9724033090026606,0.07169797907534198,0.013090200155699398,0.02565679230517082,0.10962105432527804,0.05896114721121186,0.01076478344798785,0.021098975558056187,0.1265761187778158,0.1127599867862817,0.020587062782276982,0.040350643053262886,0.038508860331536436,0.032117354101472144,0.005863799776252453,0.011493047561454807,0.038743406656745354,0.03318361131653125,0.006058470819182623,0.01187460280559794,-0.0002345463252089067,0.007141027713887457,0.0013037673208885691,0.0025553839489415955,-0.006090710636191821,1.3913962128397235,0.033831313875529616,0.4979047402370562,0.038508860331536436,0.038743406656745354,0.005863799776252453,0.006058470819182623
1A_predicted_prob,500,0.5,1.0,3,0.01513208039514263,0.007476807084762054,0.0013650719661462058,0.0026755410536465634,0.8820052326925282,0.17834406984831822,0.03256102335106695,0.06381960576809122,0.1657021674201172,0.06491294390786378,0.011851427884134848,0.023228798652904302,0.09566209139784948,0.08319835475116957,0.015189871881510896,0.029772148887761356,0.035753982136974276,0.027290123632908687,0.004982472103616307,0.009765645323087963,0.037669552172641584,0.02721644365059929,0.004969020040833828,0.009739279280034303,-0.0019155700356673036,0.007706534251200268,0.001407014216522857,0.0027577478643847995,-0.0535764108268757,0.7630672464447382,0.04114553448418232,0.2730601072638094,0.035753982136974276,0.037669552172641584,0.004982472103616307,0.004969020040833828
1A_predicted_prob,500,0.5,1.0,5,0.016457182781185475,0.0084741056895369,0.0015471529469474102,0.003032419776016924,0.9342769001899863,0.1456873428022086,0.02659874799858585,0.05213354607722826,0.19780417701424347,0.061920576423310746,0.011305098826923285,0.022157993700769638,0.09164522259538581,0.10979002418060485,0.02004482427758497,0.03928785558406654,0.0337582410291938,0.026742598813398293,0.004882508205469711,0.009569716082720635,0.03576233672987585,0.028467003079423382,0.005197339910389738,0.010186786224363887,-0.0020040957006820168,0.008449147375954669,0.0015425962031653181,0.0030234885582040233,-0.059366117415564634,0.3598659000467701,0.046048216215079825,0.12877635847324337,0.0337582410291938,0.03576233672987585,0.004882508205469711,0.005197339910389738
1A_predicted_prob,500,0.5,1.0,10,0.013601559823102367,0.009571935997623151,0.0017475884216313052,0.003425273306397358,0.9617088168766664,0.07669690053193653,0.014002874170690538,0.027445633374553455,0.22563627031174366,0.06643455650411266,0.012129235065051352,0.02377330072750065,0.1425833011982469,0.13091419410288335,0.023901552402586335,0.04684704270906922,0.03359510694362512,0.03060793873724683,0.0055882194950420926,0.010952910210282501,0.035483340456856347,0.03177372254489735,0.005801061524583577,0.01137008058818381,-0.0018882335132312167,0.013600053243591221,0.0024830186482620712,0.004866716550593659,-0.0562056110254332,3.10170409968784,0.07573922236908338,1.1099305573754512,0.03359510694362512,0.035483340456856347,0.0055882194950420926,0.005801061524583577
1A_predicted_prob,500,1.0,0.2,3,-0.00017737648393119766,0.0032015871872815268,0.0005845271740978696,0.0011456732612318244,0.9324594792558359,0.16645284150529666,0.03038999201776105,0.05956438435481166,0.0188282091450992,0.013568391080199513,0.0024772379545590535,0.0048553863909357444,0.06936120144758082,0.09187067660450247,0.016773213983182707,0.03287549940703811,0.03772914445975032,0.029837808763294574,0.0054476136420605874,0.01067732273843875,0.03830397973096401,0.02898167830801075,0.005291306321218547,0.010370960389588353,-0.0005748352712136876,0.004300393155008619,0.0007851407790463437,0.0015388759269308336,-0.015235841666829453,0.2909046344181297,0.021504801229897327,0.10409888649768753,0.03772914445975032,0.03830397973096401,0.0054476136420605874,0.005291306321218547
